"time","file","row","column","references","code"
"637","WelfareChipsSelectFormCell.swift","19","11","24","initializer init(style:reuseIdentifier:)"
"637","AdsButtonWithSheetWidgetServiceTests.swift","95","7","7","instance method testBottomSheetItemsInit()"
"633","SubscriptionModelsServiceTests.swift","62","39","6","(closure)"
"633","TestHelper.swift","24","21","18","static method waitForExpression(timeout:_:)"
"631","ISZTestHelpers.swift","180","6","21","global function getScreenInfo(withCode:)"
"628","CurrencyConverterTests.swift","274","79","19","(closure)"
"628","WelfareAttachDocumentCell.swift","176","33","25","(closure)"
"627","LandingViewPresenter.swift","62","7","8","instance method fetchItems()"
"627","KPPCalculatorViewController.swift","69","15","24","instance method selectTextField()"
"627","ISZScreenRouterTests.swift","98","7","22","instance method testISZFundViewControllerPushIfDataAndController()"
"626","LauncherDecoder+ServiceUrl.swift","81","40","25","getter mainFeatureValue"
"625","ApplePayViewController.swift","193","7","9","instance method scrollViewDidEndDecelerating(_:)"
"625","WelfareLoaderWidgetService.swift","29","35","25","getter nextMessage"
"622","InvestmentsReference.swift","253","14","24","instance method updateStateLoaderTotalAmount(completionBlock:)"
"622","LandingViewPresenter.swift","64","37","8","(closure)"
"619","BindingSummaryBottomSheetController.swift","66","7","11","instance method updateHeight()"
"617","ApplePayStatusState.swift","49","23","9","getter subtitle"
"616","WelfareSheetSelectWidgetServiceTests.swift","117","7","25","instance method testLastItemSelection()"
"613","WelfareStepWidgetService.swift","47","27","24","getter viewModelList"
"613","SumSuggestionsCell.swift","28","16","24","instance method prepareForReuse()"
"610","XMLNodeMapper.swift","36","15","12","instance method prepareErrorMessage(with:)"
"608","ContractInfoBuilderTests.swift","28","7","25","instance method testSpacerItem()"
"606","ExternalCardAnimator.swift","41","15","11","instance method toAnimation(using:contentHeight:)"
"606","KnifeSwitchTests.swift","266","14","7","static method allEnabled(global:current:for:)"
"605","EribResponseWarningsToFieldPatcher.swift","26","14","12","instance method patch(data:)"
"605","Widget.InformationView.swift","49","7","25","instance method setup()"
"605","WKInterfaceTable+Helper.swift","96","7","12","instance method removeRows(from:length:)"
"602","YearInputFieldFormatterTests.swift","31","7","21","instance method testFormatter()"
"602","EndpointConfigurationFactory.swift","49","7","24","instance method endpoints(types:)"
"601","Rates.MetalContentStrategy.swift","55","7","25","instance method makeItems(from:)"
"599","LauncherDecoder+Options.swift","56","50","24","getter contractsViewLossSettlementCodes"
"599","WelfareAttachItemsProviderTests.swift","28","7","25","instance method testWarningItems()"
"594","InterfaceController.swift","111","7","12","instance method interfaceShouldShowLoadingOperations()"
"594","ContractServiceInfoBuilderTests.swift","31","7","24","instance method testSpacerItem()"
"589","ExtendedPermissionsMock.swift","15","16","8","instance method isPermissionsKeyAllowed(_:)"
"588","ContractNotesViewModelProvider.swift","32","7","25","instance method fetchViewModel(notesResponse:)"
"588","BindingOnboardingPresenter.swift","91","79","11","(closure)"
"587","InternalPaymentActionsBuilder.swift","46","7","7","instance method actionViewModels(paymentModel:)"
"577","NszhBottomSheetViewController.swift","127","7","24","instance method formView(_:didSelectItem:)"
"577","Rates.CurrencyContentStrategy.swift","83","7","25","instance method makeItems(from:)"
"577","XMLParser.swift","358","19","15","instance method rewriteOperationDescription(_:isPositive:)"
"575","ReversePayment.swift","74","7","4","instance method createReverseTaskParams()"
"572","ProductHistoryTableHelper.swift","159","19","12","instance method configureTableWithData(_:)"
"571","NewCardPresenterTests.swift","146","7","7","instance method testPresentCardCardNumber()"
"569","EribResponseSortingPatcher.swift","23","14","11","instance method patch(data:)"
"567","LauncherDecoderTests+Prolongation.swift","144","7","25","instance method testSalesProlongationProductDisabledByFeature()"
"564","ReverseStatusScreenBuilder.swift","30","7","4","instance method createStatusScreen(from:error:)"
"564","SecurityCodeBlockViewController.swift","126","15","11","instance method setupLayout()"
"564","WidgetRatesScreenRouterTest.swift","57","7","19","instance method checkMakeNewRatesScreen(for:)"
"564","WelfareKladrElementMock.swift","55","2","24","initializer init(style:field:inputItem:validator:switchItem:kladrObject:)"
"562","InternalPaymentHeaderBuilder.swift","56","7","7","instance method amount(field:in:)"
"560","LandingViewPresenterTests.swift","39","7","7","instance method testFetchItems()"
"556","StepsHelper.swift","108","14","19","static method enterTextByKeyboard(app:text:keysQuery:into:)"
"553","EsimOrderedService.swift","115","15","7","instance method startCheckFmService(with:_:_:)"
"553","ConverterSearchItemsAvailabilityWrapperTests.swift","35","7","20","instance method testResultIsEmptyWhenNotAvailable()"
"552","DisclosureCellWithSheetWidget.swift","26","14","8","static method service(with:references:)"
"549","TariffCardServiceTests.swift","15","7","7","instance method testTypeWidget()"
"546","ModuleTests.swift","97","7","5","instance method testFeatureItems()"
"544","FieldMirrorStrategy.swift","23","14","24","instance method apply()"
"544","ISZWidgetInfoTests.swift","111","7","21","instance method testParseIncorrectData()"
"543","PreferencesWf2DataSourceTests.swift","37","7","7","instance method testIconSettings0()"
"543","ISZScreenInfoTests.swift","19","7","22","instance method testParseValidScreenData()"
"540","Widget.WideView.swift","68","7","25","instance method setup()"
"540","ModuleTogglesLocatorTests.swift","15","7","7","instance method testGetValue()"
"539","StringInitable.swift","21","9","11","initializer init(value:)"
"538","EsimOrderedService.swift","117","29","7","(closure)"
"536","PushKitSecurityPolicy.swift","24","7","7","instance method urlSession(_:task:didReceive:completionHandler:)"
"529","RecommendationsConverter.swift","38","7","22","instance method convert(payment:)"
"529","CardHeaderView.swift","16","30","8","getter cellSize"
"529","ImageService.swift","106","17","10","static method roundCorners()"
"528","ImageService.swift","107","16","10","(closure)"
"525","CreateAutopaymentStepConverterTests.swift","90","7","11","instance method testSaveStepInvoice()"
"522","ImageLoaderTests.swift","79","7","7","instance method testRequestImageFromURLSessionWithNilDataAndAnalyticsSent()"
"521","WelfareFundSelectDataSource.swift","61","15","24","instance method getFormItem(referenceItem:)"
"519","FlashingView.swift","143","7","22","instance method makeAnimationGroup(duration:delay:animations:)"
"517","SOXMLField+Extensions.swift","27","7","22","instance method fieldByName(_:)"
"516","WelfareSheetSelectWidgetService.swift","87","15","24","instance method onSelectItemTapped()"
"514","CatalogAssembly.swift","17","21","6","static method makeDataSource(categoriesIds:)"
"511","MapperProtocol+Extensions.swift","21","7","22","instance method selectedResource(forPath:)"
"508","LauncherDecoderFacadeTests.swift","37","7","20","instance method testFeaturesNil()"
"508","ContractCoverageInfoBuilderTests.swift","52","7","24","instance method testDefaultCoverageInfoItems()"
"503","KnifeSwitchDecoder.swift","80","16","9","instance method decode(config:currentNode:)"
"497","WorkflowProduct.swift","41","2","24","initializer init(code:)"
"497","KPPCombinedModel.swift","106","47","23","(closure)"
"495","FormViewGradientHeaderController.swift","280","7","18","instance method updateBackgroundViewConstraintsIfNeeded()"
"492","VideoConsaltationRouter.swift","15","7","5","instance method showNotWorkingAlert(workingTime:)"
"485","UIStackView+RemoveArrangedSubviews.swift","14","7","8","instance method removeArrangedSubviews()"
"484","Rates.FormItemMapper.swift","33","7","25","instance method transformToDesignSystemItems(for:)"
"484","RatesUseCaseSpy.swift","28","31","20","getter snapshot"
"482","AuthNetwork.swift","15","21","18","static method getAuthorisationStubs()"
"481","ShutterButtonPresenter.swift","49","14","5","instance method animateButton(on:shutterPosition:)"
"478","DocumentPreviewViewController.swift","14","53","24","(closure)"
"478","GoalDetailsViewController.swift","83","7","18","instance method setupUI()"
"475","GoalOperationsItemsFactory.swift","30","7","18","instance method createItems(for:operations:completed:)"
"475","Converter.Endpoint.swift","47","7","25","instance method performTransition()"
"473","SubscriptionModelsService.swift","65","22","8","static method model(with:)"
"472","FieldMirrorStrategy.swift","36","26","24","(closure)"
"470","AccountDetailPage.swift","31","14","18","instance method checkAccountName()"
"466","BindingSummaryBottomSheetItemsProvider.swift","39","16","11","instance method getItems()"
"464","DebitCardsCoordinator.swift","187","7","9","instance method showAlert(with:on:)"
"463","StringInitable.swift","41","9","11","initializer init(value:)"
"463","GoalOperationsItemsFactoryTests.swift","30","7","8","instance method testItemsGeneration()"
"461","CatalogRouter.swift","114","7","6","instance method showDemoAlert()"
"461","DateSelectFactory.swift","42","21","17","static method service(with:references:delegate:settings:)"
"459","GoalDetailsActionItemsBulder.swift","35","7","18","instance method build(buttons:)"
"458","FormViewGradientHeaderController.swift","218","7","18","instance method createConstraints()"
"457","SilentPushUniversalParser.swift","38","7","6","instance method parse(userInfo:)"
"456","NetworkServiceTests.swift","22","16","25","instance method setUp()"
"452","CatalogRouter.swift","118","68","6","(closure)"
"452","WelfareKladrProviderTests.swift","138","7","24","instance method testFieldValuesDictionary()"
"452","PDFImageDrawer.swift","12","7","18","instance method draw(_:)"
"444","FakeReverseService.swift","20","7","3","instance method loadPayments(categories:pageIndex:completion:)"
"444","CardsFilterTests.swift","37","7","6","instance method testVisaCard()"
"441","ShutterButtonPresenter.swift","67","7","5","instance method addButtonIfNeeded(on:)"
"440","CarLoanBanner.swift","51","20","18","instance method present(_:)"
"439","UIStackView+RemoveArrangedSubviews.swift","15","63","8","(closure)"
"438","WelfarePromoCodeWidgetFabric.swift","35","14","25","static method service(with:references:)"
"437","CurrencyConverter.swift","155","7","25","instance method convertInverseImpl(operationType:currency:sum:snapshot:)"
"432","InvestmentsReference.swift","202","50","24","getter hasPurchaseFundUserPermissions"
"428","BaseFieldConverter.swift","309","27","11","getter doubleValue"
"425","ISZScreenInfoTests.swift","155","7","22","instance method testParseErrorScreenData()"
"425","ProductLineView.Views.ContractHeader.swift","68","16","24","instance method configureView()"
"420","TitlesFormItem.swift","26","2","8","initializer init(title:subtitle:footnote:)"
"420","EndpointRouterTests.swift","14","7","4","instance method testThatRouterReturnsCorrectClassForCatalogEndpoints()"
"418","BottomSheetViewController.swift","109","46","8","getter shortFormHeight"
"418","StateButtonWidgetServiceTests.swift","15","10","4","instance method testServiceReturnsSingleViewModelThatCorrespondsToWidgetJSON()"
"417","GoalDetailsRouter.swift","116","7","18","instance method accountInfo(_:)"
"414","WorkflowUIPreferencesTests.swift","26","7","25","instance method testIcons()"
"411","RecommendationsService.swift","95","14","22","instance method remove(recommendedId:codeRecipientSBOL:completion:)"
"411","AddPlanButtonWidget.swift","36","14","8","instance method height(forWidth:context:)"
"411","AdsButtonWithSheetWidgetService.swift","33","7","8","instance method height(forWidth:context:)"
"411","WelfareKladrStreet.swift","67","25","24","getter kladrTitle"
"411","MapSearchView.swift","107","15","4","instance method configureConstraints()"
"410","KnifeSwitchTests.swift","115","7","5","instance method testMastercardBINs()"
"409","LandingViewPresenter.swift","372","10","8","instance method lowercasedFirstLetter()"
"406","Rates.Endpoint.swift","48","7","25","instance method performTransition()"
"405","TelecomDeeplinks.swift","27","20","8","getter value"
"405","OpenDepositSaveOnlineTest.swift","17","7","13","instance method test()"
